Configuration,Term,J,Prefix,Level (Hartree),Suffix,Uncertainty (Hartree),Leading percentages,Reference
"=""1s.2p.(3P*).4d""","=""2D*""","=""3/2""","=""""","=""5.0180""","=""""","=""0.0005""","=""  99                                           ""","=""L12158"""
"=""1s.2p.4d""","=""4D*""","=""5/2""","=""""","=""5.02156""","=""+x""","=""0.00009""","="" 100                                           ""","=""L12158"""
"=""1s.2p.4d""","=""4D*""","=""7/2""","=""""","=""5.02156""","=""+x""","=""0.00009""","="" 100                                           ""","=""L12158"""
"=""1s.2p.4d""","=""4D*""","=""3/2""","=""""","=""5.02156""","=""+x""","=""0.00009""","="" 100                                           ""","=""L12158"""
"=""1s.2p.4d""","=""4D*""","=""1/2""","=""""","=""5.02156""","=""+x""","=""0.00009""","="" 100                                           ""","=""L12158"""
"=""1s.2p.(3P*).4f""","=""2F""","=""5/2""","=""[""","=""5.0226""","=""]""","=""0.0005""","=""  99         :     1  1s.2p.(3P*).4f      4F   ""","=""L12158"""
"=""1s.2p.(3P*).4f""","=""2F""","=""7/2""","=""[""","=""5.0226""","=""]""","=""0.0005""","=""  99         :     1  1s.2p.(3P*).4f      4F   ""","=""L12158"""
"=""1s.2p.4f""","=""4F""","=""9/2""","=""[""","=""5.022704""","=""]+x""","=""0.000000""","="" 100                                           ""","=""L12158"""
"=""1s.2p.4f""","=""4F""","=""7/2""","=""[""","=""5.022704""","=""]+x""","=""0.000000""","=""  99         :     1  1s.2p.(3P*).4f      2F   ""","=""L12158"""
"=""1s.2p.4f""","=""4F""","=""5/2""","=""[""","=""5.022704""","=""]+x""","=""0.000000""","=""  99         :     1  1s.2p.(3P*).4f      2F   ""","=""L12158"""
"=""1s.2p.4f""","=""4F""","=""3/2""","=""[""","=""5.022704""","=""]+x""","=""0.000000""","="" 100                                           ""","=""L12158"""
"=""1s.2p.4f""","=""4D""","=""7/2""","=""""","=""5.02626""","=""+x""","=""0.00003""","=""  70         :    25  1s.2s.nd            4D   ""","=""L12158"""
"=""1s.2p.4f""","=""4D""","=""3/2""","=""""","=""5.02626""","=""+x""","=""0.00003""","=""  70         :    25  1s.2s.nd            4D   ""","=""L12158"""
"=""1s.2p.4f""","=""4D""","=""5/2""","=""""","=""5.02626""","=""+x""","=""0.00003""","=""  70         :    25  1s.2s.nd            4D   ""","=""L12158"""
"=""1s.2p.4f""","=""4D""","=""1/2""","=""""","=""5.02626""","=""+x""","=""0.00003""","=""  70         :    25  1s.2s.nd            4D   ""","=""L12158"""
"=""Be III (1s.2s 3S<1>)""","=""Limit""","=""---""","=""""","=""5.0274079""","=""""","=""0.0000009""","=""                                               ""","="""""
"=""1s.2p.5d""","=""4D*""","=""3/2""","=""""","=""5.06840""","=""+x""","=""0.00018""","="" 100                                           ""","=""L12158"""
"=""1s.2p.5d""","=""4D*""","=""5/2""","=""""","=""5.06840""","=""+x""","=""0.00018""","="" 100                                           ""","=""L12158"""
"=""1s.2p.5d""","=""4D*""","=""7/2""","=""""","=""5.06840""","=""+x""","=""0.00018""","="" 100                                           ""","=""L12158"""
"=""1s.2p.5d""","=""4D*""","=""1/2""","=""""","=""5.06840""","=""+x""","=""0.00018""","="" 100                                           ""","=""L12158"""
"=""1s.2p.(3P*).5f""","=""2F""","=""7/2""","=""""","=""5.0687""","=""""","=""0.0005""","=""  98         :     2  1s.2p.5f            4F   ""","=""L12158"""
"=""1s.2p.(3P*).5f""","=""2F""","=""5/2""","=""""","=""5.0687""","=""""","=""0.0005""","=""  98         :     2  1s.2p.5f            4F   ""","=""L12158"""
"=""1s.2p.5f""","=""4F""","=""9/2""","=""""","=""5.06880""","=""+x""","=""0.00005""","="" 100                                           ""","=""L12158"""
"=""1s.2p.5f""","=""4F""","=""7/2""","=""""","=""5.06880""","=""+x""","=""0.00005""","=""  98         :     2  1s.2p.(3P*).5f      2F   ""","=""L12158"""
"=""1s.2p.5f""","=""4F""","=""3/2""","=""""","=""5.06880""","=""+x""","=""0.00005""","="" 100                                           ""","=""L12158"""
"=""1s.2p.5f""","=""4F""","=""5/2""","=""""","=""5.06880""","=""+x""","=""0.00005""","=""  98         :     2  1s.2p.(3P*).5f      2F   ""","=""L12158"""
"=""1s.2p.(1P*).4p""","=""2P""","=""3/2""","=""""","=""5.070""","=""""","=""0.003""","=""  77         :    15  1s.2p.(3P*).5p      2P   ""","=""L12158"""
"=""1s.2p.(1P*).4p""","=""2P""","=""1/2""","=""""","=""5.070""","=""""","=""0.003""","=""  77         :    15  1s.2p.(3P*).5p      2P   ""","=""L12158"""
"=""1s.2p.6d""","=""4D*""","=""7/2""","=""""","=""5.092218""","=""+x?""","=""0.00009""","="" 100                                           ""","=""L12158"""
"=""1s.2p.6d""","=""4D*""","=""5/2""","=""""","=""5.092218""","=""+x?""","=""0.00009""","="" 100                                           ""","=""L12158"""
"=""1s.2p.6d""","=""4D*""","=""3/2""","=""""","=""5.092218""","=""+x?""","=""0.00009""","="" 100                                           ""","=""L12158"""
"=""1s.2p.6d""","=""4D*""","=""1/2""","=""""","=""5.092218""","=""+x?""","=""0.00009""","="" 100                                           ""","=""L12158"""
"=""1s.2p.6f""","=""4F""","=""5/2""","=""""","=""5.09374""","=""+x?""","=""0.00003""","=""  98         :     2  1s.2p.(3P*).6f      2F   ""","=""L12158"""
"=""1s.2p.6f""","=""4F""","=""7/2""","=""""","=""5.09374""","=""+x?""","=""0.00003""","=""  98         :     2  1s.2p.(3P*).6f      2F   ""","=""L12158"""
"=""1s.2p.6f""","=""4F""","=""9/2""","=""""","=""5.09374""","=""+x?""","=""0.00003""","=""  99                                           ""","=""L12158"""
"=""1s.2p.6f""","=""4F""","=""3/2""","=""""","=""5.09374""","=""+x?""","=""0.00003""","="" 100                                           ""","=""L12158"""
"=""1s.2p.(1P*).5p""","=""2P""","=""1/2""","=""""","=""5.1215""","=""?""","=""0.0006""","=""  96         :     2  1s.2p.(3P*).7p      2P   ""","=""L12158"""
"=""1s.2p.(1P*).5p""","=""2P""","=""3/2""","=""""","=""5.1215""","=""?""","=""0.0006""","=""  96         :     2  1s.2p.(3P*).7p      2P   ""","=""L12158"""
"=""Be III (1s.2s 1S<0>)""","=""Limit""","=""---""","=""""","=""5.1398118""","=""""","=""0.0000023""","=""                                               ""","="""""
"=""Be III (1s.2p 3P*)""","=""Limit""","=""---""","=""""","=""5.1498029""","=""""","=""0.0000018""","=""                                               ""","="""""
"=""Be III (1s.2p 1P*<1>)""","=""Limit""","=""---""","=""""","=""5.2139744""","=""""","=""0.0000023""","=""                                               ""","="""""
"=""1s.(2S).3s.3p.(3P*)""","=""2P*""","=""3/2""","=""""","=""5.4476""","=""a""","=""0.0018""","=""  95         :     4  1s.3p.(1P*).3d      2P*  ""","=""L12158"""
"=""1s.(2S).3s.3p.(3P*)""","=""2P*""","=""1/2""","=""""","=""5.4476""","=""a""","=""0.0018""","=""  95         :     4  1s.3p.(1P*).3d      2P*  ""","=""L12158"""
"=""1s.(2S).3s.3p.(1P*)""","=""2P*""","=""3/2""","=""""","=""5.5173""","=""a?""","=""0.0018""","=""  44         :    43  1s.3p.(3P*).3d      2P*  ""","=""L12158"""
"=""1s.(2S).3s.3p.(1P*)""","=""2P*""","=""1/2""","=""""","=""5.5173""","=""a?""","=""0.0018""","=""  44         :    43  1s.3p.(3P*).3d      2P*  ""","=""L12158"""
"=""2s2.2p""","=""2P*""","=""3/2""","=""""","=""9.877""","=""a""","=""0.003""","=""  88         :    11  2p3                 2P*  ""","=""L12158"""
"=""2s2.2p""","=""2P*""","=""1/2""","=""""","=""9.877""","=""a""","=""0.003""","=""  88         :    11  2p3                 2P*  ""","=""L12158"""
"=""2s.2p2""","=""4P""","=""3/2""","=""""","=""9.894""","=""a+x?""","=""0.005""","="" 100                                           ""","=""L12158"""
"=""2s.2p2""","=""4P""","=""5/2""","=""""","=""9.894""","=""a+x?""","=""0.005""","="" 100                                           ""","=""L12158"""
"=""2s.2p2""","=""4P""","=""1/2""","=""""","=""9.894""","=""a+x?""","=""0.005""","="" 100                                           ""","=""L12158"""
"=""2s.2p2""","=""2D""","=""3/2""","=""""","=""10.020""","=""a""","=""0.003""","=""  99         :     1  2s2.3d              2D   ""","=""L12158"""
"=""2s.2p2""","=""2D""","=""5/2""","=""""","=""10.020""","=""a""","=""0.003""","=""  99         :     1  2s2.3d              2D   ""","=""L12158"""
"=""2p3""","=""4S*""","=""3/2""","=""""","=""10.0900""","=""+x""","=""0.0023""","="" 100                                           ""","=""L12158"""
"=""2s.2p2""","=""2S""","=""1/2""","=""""","=""10.118""","=""a?""","=""0.005""","=""  98         :     1  2s.2p.(3P*).3p      2S   ""","=""L12158"""
"=""2s.2p2""","=""2P""","=""3/2""","=""""","=""10.139""","=""a""","=""0.003""","="" 100                                           ""","=""L12158"""
"=""2s.2p2""","=""2P""","=""1/2""","=""""","=""10.139""","=""a""","=""0.003""","="" 100                                           ""","=""L12158"""
"=""2p3""","=""2D*""","=""5/2""","=""""","=""10.142""","=""a""","=""0.003""","=""  98         :     1  2s.2p.(3P*).3d      2D*  ""","=""L12158"""
"=""2p3""","=""2D*""","=""3/2""","=""""","=""10.142""","=""a""","=""0.003""","=""  98         :     1  2s.2p.(3P*).3d      2D*  ""","=""L12158"""
"=""2p3""","=""2P*""","=""1/2""","=""""","=""10.2495""","=""a""","=""0.0014""","=""  86         :    11  2s2.2p              2P*  ""","=""L12158"""
"=""2p3""","=""2P*""","=""3/2""","=""""","=""10.2495""","=""a""","=""0.0014""","=""  86         :    11  2s2.2p              2P*  ""","=""L12158"""
"=""2s2.3p""","=""2P*""","=""3/2""","=""""","=""10.4882""","=""a?""","=""0.0014""","=""  47         :    37  2s.2p.(3P*).3s      2P*  ""","=""L12158"""
"=""2s2.3p""","=""2P*""","=""1/2""","=""""","=""10.4882""","=""a?""","=""0.0014""","=""  47         :    37  2s.2p.(3P*).3s      2P*  ""","=""L12158"""
"=""2s.2p.3p""","=""4P""","=""5/2""","=""""","=""10.547""","=""a+x""","=""0.004""","="" 100                                           ""","=""L12158"""
"=""2s.2p.3p""","=""4P""","=""1/2""","=""""","=""10.547""","=""a+x""","=""0.004""","="" 100                                           ""","=""L12158"""
"=""2s.2p.3p""","=""4P""","=""3/2""","=""""","=""10.547""","=""a+x""","=""0.004""","="" 100                                           ""","=""L12158"""
"=""2s2.3d""","=""2D""","=""3/2""","=""""","=""10.5575""","=""a?""","=""0.0014""","=""  65         :    16  2p2.(1S).3d         2D   ""","=""L12158"""
"=""2s2.3d""","=""2D""","=""5/2""","=""""","=""10.5575""","=""a?""","=""0.0014""","=""  65         :    16  2p2.(1S).3d         2D   ""","=""L12158"""
"=""2s.2p.(3P*).3d""","=""2D*""","=""3/2""","=""""","=""10.5876""","=""a""","=""0.0014""","=""  91         :     6  2p2.(3P).3p         2D*  ""","=""L12158"""
"=""2s.2p.(3P*).3d""","=""2D*""","=""5/2""","=""""","=""10.5876""","=""a""","=""0.0014""","=""  91         :     6  2p2.(3P).3p         2D*  ""","=""L12158"""
